Layer,Name,GEOID,Longitude,Latitude,EDX_2016-2020,EDX_2015-2019,EDX_2014-2018,PCI_2016-2020,PCI_2015-2019,PCI_2014-2018,PCI_2013-2017,PCI_2012-2016,PCI_2011-2015,PCI_2010-2014,PCI-W_2016-2020,PCI-W_2015-2019,PCI-W_2014-2018,PCI-W_2013-2017,PCI-W_2012-2016,PCI-W_2011-2015,PCI-W_2010-2014,PCI-B_2016-2020,PCI-B_2015-2019,PCI-B_2014-2018,PCI-B_2013-2017,PCI-B_2012-2016,PCI-B_2011-2015,PCI-B_2010-2014,PCI-A_2016-2020,PCI-A_2015-2019,PCI-A_2014-2018,PCI-A_2013-2017,PCI-A_2012-2016,PCI-A_2011-2015,PCI-A_2010-2014,PCI-H_2016-2020,PCI-H_2015-2019,PCI-H_2014-2018,PCI-H_2013-2017,PCI-H_2012-2016,PCI-H_2011-2015,PCI-H_2010-2014,PCI-P_2016-2020,POV_2016-2020,POV_2015-2019,POV_2014-2018,POV_2013-2017,POV_2012-2016,POV_2011-2015,POV_2010-2014
Community area,Rogers Park,1,-87.670171,42.00963,0.77483055,0.785922779,0.787225017,31684.98936,29913.44048,29865.85132,28622.14595,27719.54681,27675.37522,27707.8546,42406.18702,41801.01869,42769.32001,40943.29673,42017.66081,42342.87387,42930.0764,21031.29759,20105.06976,19369.70547,19447.38252,18761.46709,19818.69652,20169.93944,33015.58628,29200.20741,35048.13996,29619.09842,28868.09143,26184.65133,30868.67349,23075.21646,20307.7843,19133.32683,18345.981,16272.21374,15880.88392,15294.44536,,21.80791281,24.9258199,25.22517983,24.90534622,25.33739296,25.29242464,25.92202473
Community area,Norwood Park,10,-87.803451,41.985248,0.653203629,0.668203425,0.667081367,48624.34847,47085.4784,45905.6989,44703.41895,41171.68791,40904.74683,39964.44169,52105.64191,51924.25698,49533.71983,47646.76401,43147.75888,42744.96248,41807.53656,19994.05971,17234.70159,9551.602227,35598.47653,30788.82255,35763.95917,23434.04463,42478.57618,39188.34873,38111.41238,45608.56044,45148.53132,42852.4784,45674.68486,38568.73846,31159.15757,31704.57446,30185.78632,28311.22819,27888.37034,28029.62021,,6.599287254,6.701653074,6.001470985,5.847230717,6.398371572,6.091668974,5.799823037
Community area,Jefferson Park,11,-87.771165,41.978836,0.741401947,0.7511057,0.736035475,37503.816,37378.81873,38012.99518,40255.52291,38953.73792,36954.89528,36653.54456,42951.47632,43517.58339,43220.49365,42816.70952,40864.34626,38337.62738,37117.65749,31914.21843,35340.61774,33921.271,34786.77368,38209.41966,28992.6176,33357.6985,34410.61226,31762.83136,28345.51646,30164.11242,28619.43125,28907.51297,29879.02692,28321.23411,25916.37607,28094.49653,32078.75815,33029.00759,30913.53687,30122.97398,9683.384414,8.08497531,9.81145393,10.2150969,8.108067695,8.884331776,9.236723955,8.522733302
Community area,Forest Glen,12,-87.758358,41.993938,0.512522367,0.49967242,0.520653434,62457.171,58010.17319,55414.64903,53916.49237,54000.74135,53057.53069,50722.27381,70811.75982,65681.39115,61618.08556,59412.36519,58448.07023,56392.99007,54332.67758,26825.7987,23981.10371,22969.06319,10569.11191,37647.29044,36332.54818,25023.86865,44546.07889,40466.69852,47089.41553,46268.40484,48469.55311,47573.85885,47451.70924,34272.811,27469.21721,25311.34993,25776.55852,26011.78928,29529.51734,30827.56323,,4.051133689,4.414242405,4.39414368,4.033674419,3.585833744,3.610882719,4.345550373
Community area,North Park,13,-87.723578,41.983651,0.769450878,0.754029662,0.736645325,34159.31027,37284.87902,37313.52802,37053.3739,34039.39497,33914.8245,33102.50596,38942.41938,38741.17717,38070.6978,35553.1276,34883.48118,36071.77823,37715.21098,36538.63913,26190.88567,23025.96284,19597.57918,21031.06121,18232.42843,13360.80971,30102.71353,27858.85482,28843.38488,29982.43637,28088.32947,28313.06438,28323.97215,26718.41616,23327.90394,21464.52653,22481.0061,21140.45408,20774.89126,20045.75839,,14.74598786,11.32781701,12.2835271,11.82838248,11.96932198,12.54845109,11.47262351
Community area,Albany Park,14,-87.721558,41.968078,0.753826843,0.764828545,0.75904608,34504.17668,33104.53577,31742.65649,30249.69632,29482.36645,28101.84181,27690.51016,54239.79928,49531.18146,47227.64397,47549.74546,46206.8998,42938.18141,43010.47343,26407.72845,26351.65158,26786.06727,24188.75503,24769.41565,22938.35993,25342.85316,32877.92394,27926.59274,26707.13363,28464.88078,29307.98942,26214.76982,27741.82018,22072.72295,20756.28863,19638.16492,17855.19218,17437.86256,16804.18835,16995.34477,30970.38903,13.22354077,14.34266274,15.5395733,16.62081449,16.98433627,17.77317189,17.89628806
Community area,Portage Park,15,-87.763401,41.954043,0.759413189,0.771106919,0.786531653,35315.64232,34619.58593,32826.81136,32191.38661,30760.46099,29465.01702,28241.63049,43995.58286,42057.10552,39479.53238,38914.6907,37581.82258,35242.72507,34257.57846,33775.62983,47269.18847,41801.53253,50464.71989,50495.17025,51596.15369,20553.23147,40363.04921,47076.89854,43605.73786,37747.70518,36395.03542,34658.40586,33227.65474,25536.13346,24789.16161,23358.62159,23346.19315,21698.15021,21173.21333,20128.48644,44917.79377,7.637966757,9.399213366,11.23116065,12.24882248,13.12017084,12.84838546,14.32394991
Community area,Irving Park,16,-87.723457,41.953589,0.72920818,0.728995434,0.733542397,40988.98487,42045.97866,40595.63542,37276.1783,35665.11469,33048.60587,32735.4985,55815.30995,53958.44514,51901.95421,47250.58281,45501.68591,43132.92666,42591.06724,45495.41142,49578.69423,46499.67786,42757.56913,37556.92088,30517.5802,28046.01948,43951.74839,39331.8727,39409.27762,41068.75075,36050.9475,32893.9433,31775.59781,24992.56597,23283.95362,22674.34965,20431.9121,20697.04498,19147.19982,18553.1548,30437.97229,8.668553836,8.704218816,9.524328816,10.02855844,9.492572043,11.24522741,12.31529722
Community area,Dunning,17,-87.806015,41.946522,0.747823515,0.762954741,0.778139244,35891.5445,34459.73247,33674.68066,32339.34562,31270.64638,30590.30034,30399.42757,39416.86022,37498.47351,36873.22739,35075.80814,33669.49952,32521.88781,31756.58642,41926.9692,30757.02818,26041.02263,26790.10496,21822.24825,20008.1767,18575.62337,39669.66661,36664.95526,36760.79969,39431.94069,35487.21729,34801.77693,38980.41802,28641.72877,25600.86749,25197.47706,25499.78626,24485.13062,24978.1144,25263.29649,43489.3369,6.944517023,6.959865042,8.16378573,9.653497988,10.78090102,11.63457975,11.03276074
Community area,Montclare,18,-87.798033,41.929306,0.798774828,0.810675002,0.804126044,29920.14043,30941.0039,28788.26513,29586.00669,29492.32168,25023.47608,22515.15334,35808.57251,43778.94261,39879.03072,41813.57472,44487.75721,43891.64308,32502.66649,33955.73432,36703.39303,37477.25672,33144.17558,27215.57444,22978.95617,28066.87918,33167.41315,40710.23188,38352.63485,57925.09387,51623.13543,47269.21105,29815.93541,26093.27539,24434.7726,23342.09113,22411.37639,21925.90964,16587.97497,16747.8365,25517.60374,12.18126736,11.6889146,12.80309756,13.86928666,13.54596226,15.22813628,14.53096084
Community area,Belmont Cragin,19,-87.765502,41.927275,0.799761371,0.799617288,0.800567435,22805.91568,21776.45027,20907.62676,20433.12179,19861.39874,19232.55207,18575.01592,32952.4602,31218.86498,31296.21717,30560.41492,29739.02663,30077.12198,30612.90375,33217.74077,26737.39609,27414.57555,24832.14106,24100.40234,22100.48639,20344.0277,28167.9038,28302.05594,29218.7324,28553.48413,26481.16815,29508.07153,32193.38527,20407.96275,19496.03354,18455.43243,17734.90824,17331.87643,16583.54362,15828.29897,26418.45378,15.17622743,15.79229789,16.99325946,19.69913319,18.97253283,20.31881712,20.66735038
Community area,West Ridge,2,-87.695017,42.001583,0.772778535,0.77278121,0.785905153,29551.46759,29916.50857,29013.96665,29091.62508,28779.50813,29008.74604,28661.17325,40258.80926,37271.5795,37033.22431,37587.94817,36937.05856,38853.3853,36972.60859,23511.57366,23238.56959,22153.26481,23110.52042,22929.7842,23673.36059,24670.1262,22805.18715,20979.0277,19784.25754,20263.81048,19916.4813,19296.41395,19107.648,21131.47226,18543.68239,18825.70898,17953.89432,18518.02651,17569.43488,18494.46167,6516.200784,17.06603314,19.52028209,19.54439936,18.86214152,21.84744478,20.94705154,18.21898114
Community area,Hermosa,20,-87.734741,41.924353,0.789314219,0.792059683,0.791778799,25582.66117,23735.89254,21732.73081,20227.14537,18645.90895,17812.44084,17077.53502,56588.44684,41401.1615,42223.50832,35150.99202,34380.80188,32527.24721,34306.18731,25423.59189,28541.82565,26918.31344,27771.35003,29345.30765,23163.39453,17655.88294,25603.41728,33970.83952,31703.51239,30007.18884,38471.76404,38618.5285,36654.94205,22178.68789,20373.80519,18113.34762,17249.55517,16531.54133,16041.06761,15093.06049,22074.17481,12.8151237,16.45826517,18.9940675,20.39948734,21.61945485,22.40023325,21.41775773
Community area,Avondale,21,-87.711219,41.938673,0.761558255,0.771462217,0.781978308,37563.84161,35722.8392,32508.54312,31017.103,28261.63401,25738.68702,26002.69053,59519.26228,57595.7048,51261.10937,49033.43742,46190.85784,40625.1225,38467.81758,38950.68112,35963.29185,30481.54217,32175.1277,25085.16322,29230.79925,30883.53118,68204.67674,52583.75468,50729.68134,50107.87325,46786.20487,42898.08318,42465.44015,21684.76791,20064.32895,18365.04449,16959.3419,16711.5274,15413.3771,16333.9893,8762.102895,14.02809777,14.32127063,16.07842198,18.60637968,20.00673523,20.28840183,18.67441397
Community area,Logan Square,22,-87.699149,41.922768,0.638528037,0.633510901,0.660434414,55978.79972,54282.44023,50679.68246,48070.5695,44340.12475,42194.77959,40878.62203,77962.17976,73245.16458,69664.10882,66963.69,62328.87614,57876.74469,56457.03718,30506.18387,26946.60237,24334.14627,23830.83215,21327.0223,21909.44568,24636.9026,75999.07402,72790.44066,71330.82141,69750.67267,64019.45419,60736.60025,66043.02833,25989.78968,23974.46128,22426.20641,20893.21835,19119.21253,18966.42856,18719.80554,26361.53045,11.70514502,11.31641683,11.62938469,12.99280853,14.8320211,15.83975194,17.73804675
Community area,Humboldt Park,23,-87.720917,41.90008,0.77217429,0.763458353,0.769134948,21783.21145,19079.48288,18703.30421,17050.99715,16301.09482,16635.65762,16379.326,50809.44932,46381.20205,45908.94517,42356.28322,40707.02591,44035.68499,43531.87384,18579.65899,18102.0955,16822.36263,15462.15529,14184.23614,14537.04085,13854.17342,64814.94523,38336.46169,35927.33726,34498.23128,29174.68407,27314.27166,35014.34638,18634.38342,16683.82697,16265.9184,15930.65293,15667.1734,15183.96403,15030.81517,12287.84658,27.25387144,26.68089561,28.95317433,30.77030317,30.69458853,31.70246114,34.18161893
Community area,West Town,24,-87.676358,41.901216,0.531354157,0.538897806,0.553671782,72484.91061,68152.27148,64069.52468,62912.25351,58303.79897,55267.75904,53200.36105,85742.76278,82301.50805,79292.305,77821.12053,75733.69663,72035.29261,68463.32096,39935.03787,36667.09482,29311.23432,29327.85508,26480.8009,23387.66351,22247.89978,117938.478,97663.74644,85013.81823,85115.36686,74296.34768,72666.75178,66440.24756,34390.90566,31609.48445,29773.3419,26949.46647,23477.84066,23003.32797,22479.66218,13170.65924,8.813681682,10.89194166,11.7942948,12.52787309,14.62794449,15.27709378,15.44066387
Community area,Austin,25,-87.763117,41.894113,0.760665129,0.755630251,0.76782362,22703.13585,23651.72825,21420.27109,20374.04056,19710.05486,19184.24357,18506.5045,39279.03404,34455.19479,35536.19398,35781.43384,32741.77522,33541.71253,33757.3903,21582.75968,20348.59809,18967.28461,18268.79752,17953.44644,17695.47486,16740.52424,173837.1279,139513.1683,114599.7692,129597.514,139512.4627,36910.29397,25953.48035,21606.90146,21016.94324,19133.86137,19336.59352,17381.19315,16042.64968,16323.12793,32705.7146,26.3993371,25.38345019,26.87624862,27.47276967,28.43462633,28.35666125,30.41884502
Community area,West Garfield Park,26,-87.730233,41.878602,0.721693775,0.730740956,0.729454797,15667.55356,15021.00941,14123.78973,13686.05618,13357.38507,13479.91417,12884.864,18492.67077,16413.68681,17564.59904,17440.41536,24829.49772,22368.86185,21004.20382,15444.87236,15157.52698,14057.644,13585.52208,13409.58277,13472.17102,12761.47618,20503.94469,16882.35001,,,,,,16787.23876,11971.8261,17583.87541,25341.10296,26007.03263,11832.49041,12528.54541,,36.22841227,39.0036086,40.91498914,42.57764481,47.40100816,47.38354238,48.72053704
Community area,East Garfield Park,27,-87.705892,41.878923,0.721910529,0.71923483,0.700539862,17066.86036,16757.46482,15213.57503,16250.97071,16880.89712,15199.4095,14983.49713,40108.30646,35914.9844,32130.12711,33913.60635,45813.60103,39683.62696,43447.68943,15323.45036,14919.61481,13726.40099,15103.09509,15137.89763,14080.84722,13674.21438,37114.65731,52864.86871,10068.97053,10405.0831,66641.21737,79957.79255,77425.56262,24191.34668,29368.467,24120.89676,20264.36186,25535.82191,20505.5208,19941.96513,,45.45701816,44.35119866,46.8129021,44.68042171,42.99512862,47.61351991,43.35730833
Community area,Near West Side,28,-87.663513,41.874016,0.495931727,0.545143094,0.546302298,64325.87668,47491.89856,45577.95654,45323.49503,43485.3042,42473.38889,41276.58937,86245.35879,84282.90302,82001.48633,81297.0169,77917.97465,76905.75631,74388.59341,31127.12961,26012.56541,25845.31408,23692.72205,23346.62823,22463.71703,19795.63943,63567.37857,60680.08483,55697.39468,54461.07327,53811.98305,49002.69667,49205.78758,50884.40395,48065.9414,44623.15775,45366.35574,40059.92634,38238.47078,35651.45629,9919.32676,18.83652207,25.43734147,27.5018334,26.37649126,27.10218342,27.67108595,29.101704
Community area,North Lawndale,29,-87.717218,41.860197,0.762110653,0.749592278,0.737542919,18632.3833,16469.43762,15480.71734,14903.08414,14377.9083,13440.86616,13707.54404,37393.44743,30572.90624,32489.96166,32052.02356,27344.49117,26169.1356,28790.44317,17568.23509,15990.31143,14774.91453,14174.02418,13623.62008,12291.07937,12614.29592,58114.86657,60085.10376,55243.94949,48576.4972,55618.11677,67701.68922,31857.50449,15631.73124,15295.41879,13535.88605,15046.93218,15209.99697,14176.91492,15143.79122,10700.4138,36.04822437,38.13909173,40.48991202,41.50381938,43.82198429,45.96384451,43.03438749
Community area,Uptown,3,-87.655899,41.965822,0.654315585,0.619092759,0.592425318,44455.88984,49457.07653,49199.37059,47044.70771,46106.15423,46942.6586,46880.83344,58177.54515,60143.3897,59290.44669,56735.45025,57676.92538,58256.11482,55972.05762,20530.73751,18520.76322,17633.32864,16425.50375,15787.60063,15682.93822,17562.79321,42562.40463,35654.77836,34894.34659,29819.88514,30136.63296,38506.97856,38491.50716,29790.2875,22696.79976,21977.96041,24709.66617,26829.36925,27389.56578,25448.3078,33354.34806,20.76155143,17.66577693,18.05633691,19.56755899,20.58602561,20.27812354,20.44462554
Community area,South Lawndale,30,-87.714,41.839091,0.722069717,0.747681845,0.742017591,16112.32507,13713.72977,12464.25429,12229.00108,11930.57634,12515.30524,11511.33097,24527.69565,19862.74102,20070.97771,21609.27269,23380.07218,24101.39657,23031.3715,7363.936869,4665.124162,4795.093624,5509.505702,5619.325399,6992.912091,6309.557096,44488.18556,19126.01336,18735.74286,7938.175777,9758.742006,5476.750442,5923.274318,16164.12157,14590.81184,13535.64487,13150.03256,12703.37499,12172.85397,12012.55432,28743.49697,25.15171999,27.97049844,31.5339345,31.85676245,30.70548179,30.84974087,33.78534515
Community area,Lower West Side,31,-87.66757,41.850277,0.765040861,0.791842786,0.800562138,32505.22343,28702.90174,26180.80072,24457.89122,22324.20781,19568.57116,19287.5799,49404.96288,45908.41004,42159.76815,41225.92618,39507.45247,39739.84823,39034.43034,41974.82631,41670.44275,31029.96797,31898.31549,30959.14148,28240.66295,24103.52132,36274.07265,33865.7328,33285.80192,34936.31064,34784.37378,29264.10735,29445.29883,25707.31703,22296.75258,20917.26969,19190.04265,17303.50795,15887.70444,16152.87036,29025.0496,14.09259882,15.41049229,22.13312172,21.87273867,26.79147094,30.46407041,29.20512585
Community area,Loop,32,-87.625194,41.878881,0.376759828,0.356215037,0.37141085,98255.48012,86882.14902,83937.85479,82550.26098,78638.4852,78705.06703,74962.01482,110818.0815,112857.2168,103009.3847,105771.06,102713.5967,101717.0836,97754.44888,66751.99786,50240.57873,54038.96149,44823.28375,39640.50185,37643.94884,41170.58293,89263.08898,65309.74721,69048.1866,65025.7575,62354.28163,66735.27059,64134.68691,60028.09212,53614.52975,64538.93234,61462.93251,67860.20595,70842.81564,53420.49928,7658.810899,9.498011207,11.38177031,11.50055548,12.84745601,13.39621298,13.50087311,13.09761131
Community area,Near South Side,33,-87.620344,41.857196,0.276795317,0.364680516,0.427143195,91617.8743,87308.74381,85143.16628,83715.00219,79043.71312,71785.72047,66683.54572,104139.8296,100719.6806,99543.23912,105040.8372,95459.84258,91810.03883,87008.95812,61694.036,68134.89312,74094.55051,69848.34462,69630.58363,62189.72245,60380.18188,103184.7703,106088.7468,96069.66701,94873.46113,98076.59445,81084.34488,74562.24453,70902.07617,100193.0359,79638.72495,78380.98768,66461.28522,65059.00334,65071.79778,,7.622704052,10.2572696,11.86427571,12.09156853,12.91782531,11.64511733,12.01520116
Community area,Armour Square,34,-87.633976,41.842083,0.775447936,0.741691369,0.739051538,26335.16734,21748.91101,19689.51711,20186.30385,18718.04669,17272.7452,17381.54616,50697.2791,45795.56185,43206.62445,45546.65021,38995.58485,37528.62385,38668.13703,11030.211,12203.75832,10155.5576,9430.163156,11725.50595,10586.13215,8576.95835,22933.70848,20048.77658,17879.41789,18070.93925,16471.52317,15328.0533,15827.84746,48027.48011,26786.48233,29509.01624,29324.70946,35699.373,26729.51316,22656.31882,,28.32819758,37.39262374,36.94324772,41.436844,38.67899728,39.87888872,40.74595969
Community area,Douglas,35,-87.61868,41.835122,0.633783364,0.637898828,0.648375312,29272.02425,30324.05761,29563.06339,28528.70255,27373.85627,26283.08606,26820.28708,41416.09138,25484.58137,22650.37922,22471.31467,23989.46586,24802.2669,25615.31142,29878.01356,26103.5824,26231.20149,24673.33612,23556.78345,22534.65252,22613.33708,29358.73656,23769.81357,21338.21136,21631.24652,19901.47705,22178.18221,24326.87035,30271.88143,41291.3534,51760.57164,42467.5539,38837.49894,46032.94534,31307.51706,,34.75470758,34.93128736,35.03763529,34.12942701,34.15290883,35.22930946,33.26110535
Community area,Oakland,36,-87.603217,41.823754,0.791127469,0.792799494,0.786194205,27332.65103,25027.07203,24788.45527,23891.18456,22740.09822,24260.95962,25235.4673,64277.48074,59602.6482,64776.14066,58401.09516,51437.56218,50285.24339,55193.26912,24865.97313,22570.93823,21175.81592,20379.82314,19833.26118,20719.44552,21473.47669,46882.28831,46486.13141,31135.95441,46569.16833,47406.00816,47096.73135,48766.92677,45876.77722,30533.81781,32458.23639,32725.9871,28013.63966,42755.94031,53227.97119,,29.19227275,24.73031645,27.65016478,29.25642215,29.88058839,32.01524457,37.73508141
Community area,Fuller Park,37,-87.632427,41.809082,0.695666689,0.736712985,0.754227322,15184.69579,17146.41608,17490.73256,20282.33251,19552.46472,21202.27655,18765.84584,37704.3156,22249.12225,22067.57859,23203.30297,19408.68429,29139.45675,22620.34088,13411.70981,16932.61387,17541.97217,19869.69938,19698.68147,20497.32825,18047.64412,31293.46104,29625.72426,27852.51416,26055.70653,24957.523,23571.60061,22094.24614,19393.36005,21928.35491,17905.76044,9960.843059,7939.71705,13040.9547,13130.68125,,47.47545933,29.33868489,24.61568577,28.54233568,31.8138892,32.71470477,37.70726166
Community area,Grand Boulevard,38,-87.61786,41.812947,0.73981023,0.726570245,0.718659905,31736.04324,29506.74641,27924.66111,26322.14096,24689.71002,24503.25493,24470.04148,42495.97398,41214.41512,36095.72371,39107.77019,50619.92144,57881.63511,69667.83891,32095.72927,29863.66909,27745.8126,26458.66234,24868.24235,24406.16738,24129.87312,8386.288783,,31127.84035,46620.37756,47451.57947,47143.9803,48817.593,33238.07793,36511.20939,28549.86659,18952.31281,21308.28809,21969.49905,20021.36692,,25.443188,29.02468275,30.78766094,33.58832646,35.11208331,37.21304238,36.80664553
Community area,Kenwood,39,-87.596186,41.808918,0.638585506,0.648399337,0.682895753,50896.5303,51390.67548,53124.76516,49122.98046,46609.25848,43487.89193,42577.94171,84138.44775,84192.71538,86380.1067,76394.65058,73233.06488,72646.88849,70664.34515,40633.87335,36899.39237,41030.51494,41294.66168,38475.44898,34937.00065,34398.68557,60858.3209,59943.48149,55937.03444,39233.15267,39714.97356,42942.63022,35631.36601,58325.71444,95149.27091,84139.19898,26198.4989,64773.02419,58887.99061,57931.95081,,25.8233547,19.4314313,19.12214086,20.76870338,19.98114321,20.0071287,21.48276431
Community area,Lincoln Square,4,-87.687513,41.975182,0.619683464,0.597781398,0.637185304,52533.5405,51806.08298,50564.15055,50364.43481,48164.34611,46250.28971,44289.15499,61492.1627,59422.29415,58101.94974,58871.60983,58852.80638,58088.72924,54007.77847,58335.68252,50786.52034,41465.26318,40605.73539,29371.34959,24790.97791,31757.56352,41069.71091,40073.93197,34957.10694,34190.80635,34945.016,33670.68803,35159.46951,29181.20422,28992.97545,28664.32938,28267.40641,26771.23867,24426.25943,21847.47865,,7.656930308,8.160976675,8.417458536,9.48089012,10.60549846,12.05838731,12.38689969
Community area,Washington Park,40,-87.617936,41.792356,0.673985263,0.755944146,0.746545597,16901.50697,18639.25407,18338.53119,16393.09322,16733.02971,16553.91234,19389.13653,24362.56726,22599.59688,13386.13815,9446.627214,8301.096411,12926.6817,23315.60483,17359.28391,17256.02272,17152.91744,15817.12698,16000.08533,14816.39123,15733.43946,36340.73642,,,,,,,16673.45087,18982.43766,18822.23393,17781.82118,37199.77735,36387.51022,30364.25633,,42.30147215,37.18427355,39.00607342,42.07375512,44.7605665,45.00357695,41.29529303
Community area,Hyde Park,41,-87.592305,41.794088,0.540244547,0.462408703,0.48162616,48471.85119,51290.7741,51627.99988,47389.28267,45165.71983,41178.7667,39143.55214,57707.23953,57630.74786,54591.71898,51210.40791,49370.11005,48233.99421,45884.68434,44035.29905,44091.51225,42734.81374,39082.22001,39832.33249,36993.36847,36451.0629,36627.04589,37940.82488,40335.07542,38050.08913,35441.98137,37601.42936,30137.14563,39641.58831,31301.17464,28148.61834,27940.9948,24102.39908,21319.54339,18748.49306,29784.73301,25.39171006,20.82237568,20.468095,22.46270374,21.00168798,20.66222248,20.18442665
Community area,Woodlawn,42,-87.594924,41.778877,0.758514465,0.73727583,0.758691612,22660.89517,23169.62608,23062.86136,22468.9831,21136.01972,21137.6658,21290.47042,22596.85826,20905.73245,28008.48487,28748.80105,27746.22792,26195.76242,26257.55542,23164.82776,22161.83556,21442.68729,20310.2848,18998.15357,18742.27812,19379.95283,20902.48274,21749.91776,18491.21363,19590.77341,15515.06404,14871.22126,14313.70735,18338.5303,20923.19687,21705.70452,23949.1971,21573.65062,15608.9651,15912.59115,29784.73301,31.7275015,35.50761218,36.03812113,37.5196995,38.04565075,38.16370304,36.22068812
